epoch;accuracy;loss;val_accuracy;val_loss
0;0.7855259776115417;0.6559599041938782;0.9424736499786377;0.18698559701442719
1;0.9063023924827576;0.3386295437812805;0.9443911910057068;0.15019744634628296
2;0.9120537042617798;0.31008508801460266;0.951102614402771;0.13181835412979126
3;0.9302660226821899;0.2530469596385956;0.9578139781951904;0.11038826406002045
4;0.9374550580978394;0.2335156798362732;0.951102614402771;0.12827977538108826
5;0.9348191022872925;0.23763249814510345;0.9530201554298401;0.11996036767959595
6;0.9338605403900146;0.23067696392536163;0.9530201554298401;0.1153436154127121
7;0.9350587129592896;0.2323775589466095;0.9568552374839783;0.105839304625988
8;0.9396117925643921;0.2205798327922821;0.9645254015922546;0.09808731824159622
9;0.9429666996002197;0.2050355225801468;0.9664429426193237;0.09041470289230347
10;0.9494368433952332;0.19610358774662018;0.948226273059845;0.1214435026049614
11;0.9441648721694946;0.2074466347694397;0.9683604836463928;0.08867700397968292
12;0.9448837637901306;0.19362957775592804;0.9664429426193237;0.09416433423757553
13;0.9520728588104248;0.18874453008174896;0.9674017429351807;0.08787660300731659
14;0.9530314207077026;0.17688028514385223;0.9645254015922546;0.0950760766863823
15;0.9489575624465942;0.19595327973365784;0.9664429426193237;0.09161771833896637
16;0.9472801089286804;0.2012939751148224;0.9597315192222595;0.11422237753868103
17;0.9487179517745972;0.1953016221523285;0.9635666608810425;0.10471823811531067
