epoch;accuracy;loss;val_accuracy;val_loss
0;0.918136477470398;0.35371020436286926;0.9376797676086426;0.32125037908554077
1;0.9536042809486389;0.29908421635627747;0.9664429426193237;0.26996147632598877
2;0.9518788456916809;0.2955901026725769;0.9664429426193237;0.2759282886981964
3;0.9643405079841614;0.28273141384124756;0.9789069890975952;0.26322242617607117
4;0.9622315764427185;0.28794631361961365;0.976030707359314;0.25982221961021423
5;0.964532196521759;0.2830010950565338;0.9789069890975952;0.2590237259864807
6;0.9660659432411194;0.27622857689857483;0.9769894480705261;0.2592734694480896
7;0.9683665633201599;0.27442970871925354;0.9769894480705261;0.25843995809555054
8;0.9660659432411194;0.2767708897590637;0.975071907043457;0.25924625992774963
9;0.9695168733596802;0.27306345105171204;0.9712368249893188;0.2694888412952423
10;0.9649156332015991;0.27959686517715454;0.9626078605651855;0.2929195761680603
11;0.9708588719367981;0.26979324221611023;0.9779482483863831;0.2514966130256653
12;0.9720091819763184;0.26664260029792786;0.9654842019081116;0.27135932445526123
13;0.9722009301185608;0.2689029574394226;0.9568552374839783;0.2840852439403534
14;0.9758435487747192;0.26464036107063293;0.976030707359314;0.25286412239074707
15;0.9748849868774414;0.26164019107818604;0.9769894480705261;0.2505227327346802
16;0.9754601120948792;0.2622019350528717;0.9769894480705261;0.25203314423561096
17;0.9766104221343994;0.26074621081352234;0.9769894480705261;0.25143498182296753
18;0.9789110422134399;0.2599574625492096;0.9769894480705261;0.2521783709526062
19;0.9750766754150391;0.2577000558376312;0.9789069890975952;0.2519605755805969
0;0.9097009301185608;0.3781195878982544;0.9702780246734619;0.2967452108860016
1;0.9300230145454407;0.35078707337379456;0.9501438140869141;0.32442811131477356
2;0.9447852969169617;0.33641961216926575;0.9578139781951904;0.31994229555130005
3;0.9453604221343994;0.3227558732032776;0.9530201554298401;0.3208238184452057
