epoch;accuracy;loss;val_accuracy;val_loss
0;0.9125766754150391;0.36906230449676514;0.6308724880218506;0.9137548208236694
1;0.9465107321739197;0.3127898573875427;0.9702780246734619;0.2820966839790344
2;0.9520705342292786;0.2984205484390259;0.9712368249893188;0.2820552587509155
3;0.9545629024505615;0.30136731266975403;0.9012464284896851;0.3714304566383362
4;0.9570552110671997;0.2929043769836426;0.9702780246734619;0.282719224691391
5;0.959930956363678;0.2877812385559082;0.9626078605651855;0.280117392539978
6;0.9631901979446411;0.2825053930282593;0.9443911910057068;0.30444902181625366
7;0.9639570713043213;0.2790149450302124;0.945349931716919;0.30386024713516235
8;0.9660659432411194;0.27837154269218445;0.9386385679244995;0.31022945046424866
9;0.9593558311462402;0.2834760844707489;0.9319271445274353;0.32504045963287354
0;0.9098926186561584;0.36516162753105164;0.9424736499786377;0.3228968679904938
1;0.933282196521759;0.3235393464565277;0.9395973086357117;0.3132816553115845
2;0.9438266754150391;0.308647096157074;0.9415148496627808;0.3117787539958954
3;0.9430598020553589;0.3086363673210144;0.9434323906898499;0.30658894777297974
