epoch;accuracy;loss;val_accuracy;val_loss
0;0.9244632124900818;0.2961251735687256;0.9520613551139832;0.2313663810491562
1;0.9545629024505615;0.22760871052742004;0.9539788961410522;0.22600679099559784
2;0.9593558311462402;0.21526098251342773;0.9568552374839783;0.21367515623569489
3;0.9643405079841614;0.2099221646785736;0.9501438140869141;0.23404107987880707
4;0.9635736346244812;0.20675338804721832;0.9175455570220947;0.28745508193969727
5;0.9664493799209595;0.20028531551361084;0.9597315192222595;0.20577499270439148
6;0.9662576913833618;0.20447325706481934;0.9424736499786377;0.2501407265663147
7;0.9718174934387207;0.19450058043003082;0.9415148496627808;0.24541474878787994
8;0.9693251252174377;0.19506119191646576;0.9568552374839783;0.20974749326705933
9;0.972967803478241;0.19194351136684418;0.951102614402771;0.22748050093650818
0;0.9110429286956787;0.2999700605869293;0.9530201554298401;0.2412540316581726
1;0.9511119723320007;0.2288815975189209;0.9424736499786377;0.27303066849708557
2;0.9587806463241577;0.21771392226219177;0.9031639695167542;0.32926177978515625
3;0.9576303958892822;0.22324253618717194;0.9002876281738281;0.33802786469459534
