epoch;accuracy;loss;val_accuracy;val_loss
0;0.8890486359596252;0.28340813517570496;0.9539788961410522;0.14918719232082367
1;0.9539899230003357;0.14467257261276245;0.9693192839622498;0.10686538368463516
2;0.9611790180206299;0.11698947846889496;0.975071907043457;0.09309595823287964
3;0.9640546441078186;0.10282627493143082;0.9779482483863831;0.07829224318265915
4;0.9700455069541931;0.0918184369802475;0.9769894480705261;0.0726989209651947
5;0.9717229604721069;0.08824636042118073;0.976030707359314;0.0715036392211914
6;0.971004068851471;0.08352769911289215;0.9769894480705261;0.06670940667390823
7;0.9719626307487488;0.07930450886487961;0.9798657894134521;0.06329469382762909
8;0.9736400842666626;0.07436753064393997;0.9837008714675903;0.0582287572324276
9;0.9724419116973877;0.07369526475667953;0.9798657894134521;0.05791275203227997
10;0.9753175377845764;0.0700843557715416;0.9789069890975952;0.06032492592930794
11;0.9781931638717651;0.06341172754764557;0.9817833304405212;0.05511863902211189
12;0.9796309471130371;0.06345602124929428;0.9846596121788025;0.05323910340666771
13;0.9736400842666626;0.06300333887338638;0.9827420711517334;0.052985142916440964
14;0.9774742126464844;0.0642077699303627;0.9837008714675903;0.05194622650742531
15;0.979870617389679;0.0583970844745636;0.9789069890975952;0.053312089294195175
16;0.9820272922515869;0.056936729699373245;0.9798657894134521;0.05668521672487259
17;0.9803498387336731;0.058735135942697525;0.9808245301246643;0.05438179150223732
18;0.9832255244255066;0.050963692367076874;0.9779482483863831;0.053921014070510864
