epoch;accuracy;loss;val_accuracy;val_loss
0;0.7912772297859192;0.6680561304092407;0.9242569804191589;0.201638326048851
1;0.9012700915336609;0.35959190130233765;0.9319271445274353;0.15621696412563324
2;0.9166067838668823;0.31288057565689087;0.9405561089515686;0.1372171938419342
3;0.929786741733551;0.2640283703804016;0.9539788961410522;0.11751342564821243
4;0.9326623678207397;0.25952428579330444;0.9539788961410522;0.11487942934036255
5;0.9333812594413757;0.24595652520656586;0.9549376964569092;0.11682736128568649
6;0.9374550580978394;0.24056752026081085;0.9405561089515686;0.1356101781129837
7;0.9350587129592896;0.23602111637592316;0.9530201554298401;0.11786692589521408
8;0.9424874186515808;0.21863394975662231;0.9626078605651855;0.0997079387307167
9;0.9458423256874084;0.21078339219093323;0.9664429426193237;0.09349377453327179
10;0.9410495758056641;0.21063169836997986;0.9626078605651855;0.0978776291012764
11;0.9479990601539612;0.20536653697490692;0.9626078605651855;0.103263258934021
12;0.9398514032363892;0.21171629428863525;0.9645254015922546;0.09867800027132034
13;0.9463216066360474;0.20537319779396057;0.9654842019081116;0.09958445280790329
