epoch;accuracy;loss;val_accuracy;val_loss
0;0.8281811475753784;0.5780578851699829;0.9348034262657166;0.17119012773036957
1;0.9048646092414856;0.3478061258792877;0.9405561089515686;0.14031140506267548
2;0.9259525537490845;0.2850397229194641;0.9386385679244995;0.1307847499847412
3;0.9276300072669983;0.25195974111557007;0.9568552374839783;0.10713845491409302
4;0.931943416595459;0.2483622133731842;0.9539788961410522;0.10647780448198318
5;0.9381739497184753;0.22400307655334473;0.9635666608810425;0.09962712228298187
6;0.9376947283744812;0.22855187952518463;0.9443911910057068;0.1270582228899002
7;0.940809965133667;0.21259982883930206;0.9578139781951904;0.10530487447977066
8;0.9436855912208557;0.20568883419036865;0.9645254015922546;0.09312235563993454
9;0.9472801089286804;0.19260764122009277;0.9683604836463928;0.08613941073417664
10;0.9477593898773193;0.19480319321155548;0.9597315192222595;0.10151024907827377
11;0.9513539671897888;0.18673203885555267;0.9645254015922546;0.09318440407514572
12;0.9506350159645081;0.1911911964416504;0.9674017429351807;0.08965922147035599
13;0.9530314207077026;0.17675350606441498;0.9587727785110474;0.10516814887523651
