epoch;accuracy;loss;val_accuracy;val_loss
0;0.8163343667984009;0.39133840799331665;0.9635666608810425;0.14017759263515472
1;0.9225460290908813;0.20667678117752075;0.9587727785110474;0.11786677688360214
2;0.9294478297233582;0.1814320981502533;0.9674017429351807;0.09870573878288269
3;0.9413343667984009;0.15973573923110962;0.9664429426193237;0.09408412128686905
4;0.943443238735199;0.1495068371295929;0.9616490602493286;0.09921684861183167
5;0.9474693536758423;0.14188562333583832;0.9693192839622498;0.08769489824771881
6;0.9499616622924805;0.13587583601474762;0.9654842019081116;0.091825932264328
7;0.9499616622924805;0.13403208553791046;0.9674017429351807;0.0853753387928009
8;0.9491947889328003;0.13036328554153442;0.972195565700531;0.07991395145654678
9;0.9488113522529602;0.12627297639846802;0.9731543660163879;0.07765471190214157
10;0.9530291557312012;0.12320533394813538;0.9693192839622498;0.08183109760284424
11;0.9534125924110413;0.1280093491077423;0.9683604836463928;0.08670666813850403
12;0.9555214643478394;0.12094270437955856;0.9693192839622498;0.08118438720703125
13;0.9528374075889587;0.12474895268678665;0.9645254015922546;0.08745408058166504
0;0.8711656332015991;0.3611866533756256;0.9769894480705261;0.08088518679141998
1;0.9407591819763184;0.16046500205993652;0.9817833304405212;0.06757305562496185
2;0.9470859169960022;0.14271073043346405;0.9808245301246643;0.05943680554628372
3;0.9545629024505615;0.1233597844839096;0.9817833304405212;0.0597868487238884
4;0.9580138325691223;0.11532547324895859;0.9789069890975952;0.06467463076114655
5;0.9662576913833618;0.08984282612800598;0.9769894480705261;0.06361714005470276
6;0.9679831266403198;0.08741704374551773;0.9769894480705261;0.058264534920454025
7;0.970475435256958;0.07738275825977325;0.9789069890975952;0.055729009211063385
8;0.9764187335968018;0.06681372225284576;0.976030707359314;0.06090893968939781
9;0.9764187335968018;0.05638600513339043;0.9789069890975952;0.05518411099910736
