epoch;accuracy;loss;val_accuracy;val_loss
0;0.7867241501808167;0.7024005055427551;0.9252157211303711;0.18666741251945496
1;0.8921639323234558;0.38166725635528564;0.9367210268974304;0.15417711436748505
2;0.9122933149337769;0.31684646010398865;0.947267472743988;0.12713268399238586
3;0.9204409122467041;0.3007315397262573;0.948226273059845;0.12021936476230621
4;0.930505633354187;0.2669502794742584;0.948226273059845;0.12376274913549423
5;0.9321830868721008;0.2634393274784088;0.948226273059845;0.12479238957166672
6;0.9343398213386536;0.24735751748085022;0.9520613551139832;0.11411970108747482
7;0.9364964962005615;0.23867380619049072;0.9463087320327759;0.12699393928050995
8;0.9372154474258423;0.23945674300193787;0.9654842019081116;0.09037712216377258
9;0.940809965133667;0.2257186770439148;0.9606903195381165;0.10326971858739853
10;0.9396117925643921;0.23013192415237427;0.9558964371681213;0.11453501880168915
11;0.9384136199951172;0.22533977031707764;0.9606903195381165;0.1062229722738266
12;0.9429666996002197;0.21000953018665314;0.9674017429351807;0.09086616337299347
